value,type,first_seen,last_seen,status,confidence,n_sources,stories
isec.pl,domain,2026-05-28,2026-05-28,expired,reported,1,apache-http-server-critical-double-free-rce-cve-2026-23918-patch
itcsrvup64.exe,domain,2026-07-20,2026-07-20,active,reported,1,hellonet-vipnet-update-mechanism-abused-against-russian-governme
ivdnt.org,domain,2026-05-17,2026-05-17,expired,reported,1,thegentlemen-ransomware-continues-rapid-victim-expansion-us-insu
jquery-lib.js,domain,2026-05-16,2026-05-16,expired,reported,1,funnel-builder-wordpress-plugin-exploited-to-steal-credit-cards
js.monoglyphrat,domain,2026-06-03,2026-06-03,expired,reported,1,js-monoglyphrat-new-javascript-backdoor-via-fake-purchase-orders
jwt.yaml,domain,2026-06-06,2026-06-06,expired,reported,1,unifi-os-critical-chain-three-cvss-10-0-vulnerabilities-enable-u
kernel.yama,domain,2026-05-21,2026-05-21,expired,reported,1,linux-ssh-keysign-pwn-cve-2026-46333-6-year-race-condition-expos
keys.dat,domain,2026-05-07,2026-05-07,expired,reported,1,malicious-nuget-packages-steal-credentials-from-65-000-downloads
lastpassnewsletter.com,domain,2026-07-15,2026-07-15,active,reported,1,lastpass-and-bitwarden-users-targeted-with-fake-security-alert-p
lcmgr.dll,domain,2026-07-15,2026-07-15,active,reported,1,asec-june-2026-infostealer-trend-report-cracks-seo-poisoning-mac
ld.so.preload,domain,2026-05-06,2026-05-06,expired,reported,1,qlnx-linux-rat-targets-developers-for-supply-chain-credential-th
legacyhive.kql,domain,2026-07-21,2026-07-21,active,reported,1,windows-legacyhive-zero-day-privilege-escalation-on-fully-patche
libcef.dll,domain,2026-07-24,2026-07-24,active,reported,1,fakeagent-campaign-fake-claude-app-via-bing-ads-delivers-sectopr
libcurl.dll,domain,2026-07-15,2026-07-15,active,reported,1,292-fake-github-repositories-distribute-boryptgrab-infostealer-v
libvlc.dll,domain,2026-08-07,2026-08-07,active,reported,1,patchwork-apt-runs-fake-pdf-shortcut-chains-and-android-spyware
licenseloader.php,domain,2026-06-19,2026-06-19,expired,reported,1,shapedplugin-wordpress-supply-chain-attack-build-pipeline-compro
lisptype.call,domain,2026-05-14,2026-05-14,expired,reported,1,sandboxjs-sandbox-escape-cvss-10-0-breakout-grants-full-host-rce
llama.cpp,domain,2026-06-04,2026-06-04,expired,reported,1,five-routes-attackers-use-to-reach-llm-inference-intezer-scans-4
locker.exe,domain,2026-06-30,2026-06-30,expired,reported,1,from-bing-search-to-ransomware-in-44-hours-dfir-report-details-b
log.log,domain,2026-08-03,2026-08-03,active,reported,1,larva-24009-aka-heptax-continues-2026-phishing-campaigns-lnk-lur
logazure.txt,domain,2026-07-21,2026-07-21,active,reported,1,hollowgraph-iranian-c2-framework-abuses-microsoft-365-calendar-f
login.keychain,domain,2026-06-24,2026-06-24,expired,reported,1,macos-gaslight-rust-backdoor-weaponizes-prompt-injection-against
logv.log,domain,2026-08-03,2026-08-03,active,reported,1,larva-24009-aka-heptax-continues-2026-phishing-campaigns-lnk-lur
lsws.redisable,domain,2026-05-23,2026-05-28,expired,reported,1,litespeed-cpanel-plugin-cve-2026-48172-cvss-10-0-zero-day-active
macos.gaslight,domain,2026-06-24,2026-06-24,expired,reported,1,macos-gaslight-rust-backdoor-weaponizes-prompt-injection-against
mcp.json,domain,2026-08-07,2026-08-07,active,reported,1,claude-code-executes-malicious-pull-request-commands-via-mcp-jso
me.exe,domain,2026-06-05,2026-06-05,expired,reported,1,hola-browser-supply-chain-compromise-cryptominer-delivered-to-wi
mhm.dll,domain,2026-07-08,2026-07-08,expired,reported,1,cavern-manticore-iran-mois-deploys-modular-cavern-c2-framework-a
micro-comm.com,domain,2026-08-10,2026-08-10,active,reported,1,barracuda-ransomware-targets-micro-comm-inc
mono.dll,domain,2026-05-06,2026-05-06,expired,reported,1,scarcruft-apt37-supply-chain-attack-delivers-birdcall-android-sp
mpclient.dll,domain,2026-07-08,2026-07-08,expired,reported,1,vidar-stealer-xmrig-campaign-uses-factory-v3-maas-platform-with
msbuild.exe,domain,2026-05-28,2026-05-28,expired,reported,1,gpu-mining-malware-spreads-via-seo-poisoning-and-ai-chatbot-reco
msftconnecttest.com,domain,2026-08-01,2026-08-01,active,reported,1,captivecrunch-midnight-blizzard-sub-cluster-weaponizes-hotel-wi
msmpeng.exe,domain,2026-06-17,2026-06-17,expired,reported,1,rogueplanet-cve-2026-50656-microsoft-assigns-cve-working-on-defe
mstsc.exe,domain,2026-07-03,2026-07-03,expired,reported,1,unit-42-builds-first-non-windows-rdp-client-with-webauthn-suppor
n-sws.dll,domain,2026-07-08,2026-07-08,expired,reported,1,cavern-manticore-iran-mois-deploys-modular-cavern-c2-framework-a
n-ten.dll,domain,2026-07-08,2026-07-08,expired,reported,1,cavern-manticore-iran-mois-deploys-modular-cavern-c2-framework-a
naskdoorinc.com,domain,2026-08-10,2026-08-10,active,reported,1,safepay-ransomware-attack-on-nask-door-inc
navigator.credentials,domain,2026-07-03,2026-07-03,expired,reported,1,unit-42-builds-first-non-windows-rdp-client-with-webauthn-suppor
network.setcookie,domain,2026-08-11,2026-08-11,active,reported,1,abyssos-rat-hijacks-browser-sessions-steals-credentials-and-give
new-upload.php,domain,2026-08-03,2026-08-03,active,reported,1,larva-24009-aka-heptax-continues-2026-phishing-campaigns-lnk-lur
nginx.conf,domain,2026-06-30,2026-06-30,revoked,reported,1,perplexity-ai-impersonation-chromium-extension-intercepts-and-lo
ngu.random,domain,2026-08-03,2026-08-03,active,reported,1,coldcard-hardware-wallet-rng-flaw-likely-behind-88-6m-bitcoin-th
ngx.fetch,domain,2026-05-20,2026-05-20,expired,reported,1,nginx-cve-2026-8711-cvss-9-2-critical-rce-in-javascript-module-n
novupdate.exe,domain,2026-05-12,2026-05-12,expired,reported,1,fake-claude-website-deploys-beagle-backdoor-via-dll-sideloading
nppexport.dll,domain,2026-07-24,2026-07-24,active,reported,1,uac-0099-abuses-notepad-plugins-for-sandworm-initial-access
ntds.dit,domain,2026-06-30,2026-06-30,expired,reported,1,from-bing-search-to-ransomware-in-44-hours-dfir-report-details-b
object.prototype,domain,2026-05-06,2026-05-06,expired,reported,1,n8n-unauthenticated-rce-cve-2026-42231-xml2js-prototype-pollutio
ode.dll,domain,2026-07-08,2026-07-08,expired,reported,1,cavern-manticore-iran-mois-deploys-modular-cavern-c2-framework-a
oil.army.mil,domain,2026-07-06,2026-07-06,expired,reported,1,us-army-websites-defaced-in-pro-kurdish-404-hijacking-campaign
on.aws,domain,2026-06-03,2026-06-03,expired,reported,1,hazybeacon-cl-sta-1020-espionage-campaign-abuses-aws-lambda-func
online-string.com,domain,2026-08-07,2026-08-07,active,reported,1,zbt-routers-ship-with-endlessdoors-factory-backdoor-root-c2-call
onmicrosoft.com,domain,2026-05-04,2026-05-04,expired,reported,1,microsoft-teams-phishing-campaign-achieves-72-success-rate-throu
oob.moika,domain,2026-05-30,2026-05-30,expired,reported,1,33-malicious-npm-packages-in-dependency-confusion-campaign-singl
optimax.dll,domain,2026-06-22,2026-06-22,expired,reported,1,multi-stage-steganographic-campaign-delivers-remcos-rat-and-dive
ormsgpack.unpackb,domain,2026-06-12,2026-06-12,expired,reported,1,langgraph-checkpointer-rce-chain-sqli-msgpack-deserialization-in
parleagro.com,domain,2026-05-17,2026-05-17,expired,reported,1,lamashtu-ransomware-targets-indian-beverage-leader-parle-agro-ne
passkeyhelpdesk.com,domain,2026-08-07,2026-08-07,active,reported,1,unc6671-vishing-gang-targets-hedge-funds-blackfile-rebrands-to-r
perfwatson2.exe,domain,2026-06-26,2026-06-26,expired,reported,1,cl-sta-1062-chinese-speaking-apt-targets-southeast-asian-governm
pontobrsistemas.com.br,domain,2026-08-10,2026-08-10,active,reported,1,spacebears-strikes-brazilian-it-firm-pontobr-sistemas
pool.supportxmr,domain,2026-07-08,2026-07-08,expired,reported,1,vidar-stealer-xmrig-campaign-uses-factory-v3-maas-platform-with
powershell.exe,domain,2026-06-17,2026-06-17,expired,reported,1,rogueplanet-cve-2026-50656-microsoft-assigns-cve-working-on-defe
